ActID,ActionID,EmpID,EffectiveDt
357,10,357,2016-02-25
358,10,358,2015-01-01
359,10,359,2015-01-01
360,10,360,2016-04-25
361,10,361,2015-01-11
362,10,362,2015-01-24
363,10,363,2016-03-21
364,10,364,2015-02-21
365,10,365,2017-11-24
366,10,366,2015-07-13
367,10,367,2015-06-11
368,10,368,2016-06-03
369,10,369,2017-05-05
370,10,370,2015-01-01
371,10,371,2015-01-01
372,10,372,2015-06-03
373,10,373,2015-01-01
374,10,374,2015-01-01
375,10,375,2015-01-01
376,10,376,2015-01-01
377,10,377,2015-01-01
378,10,378,2015-01-01
379,10,379,2015-05-20
380,10,380,2016-03-19
381,10,381,2015-03-03
382,10,382,2015-01-01
383,10,383,2015-07-16
384,10,384,2015-06-26
385,10,385,2015-01-01
386,10,386,2016-03-16
387,10,387,2015-01-01
388,10,388,2015-01-01
389,10,389,2015-01-12
390,10,390,2015-01-01
391,10,391,2016-01-17
392,10,392,2016-06-26
393,10,393,2015-01-01
394,10,394,2016-08-25
395,10,395,2015-01-01
396,10,396,2015-07-03
397,10,397,2015-01-01
398,10,398,2016-02-04
399,10,399,2015-01-01
400,10,400,2015-01-01
401,10,401,2016-04-10
402,10,402,2015-03-07
403,10,403,2015-01-01
404,10,404,2015-09-29
405,10,405,2016-12-31
406,10,406,2015-08-12
407,10,407,2015-05-29
408,10,408,2015-01-01
409,10,409,2015-01-01
410,10,410,2017-09-27
411,10,411,2015-07-22
412,10,412,2016-11-15
413,10,413,2017-09-10
414,10,414,2015-01-01
415,10,415,2015-11-25
416,10,416,2015-01-01
417,10,417,2015-01-01
418,10,418,2015-01-01
419,10,419,2015-05-02
420,10,420,2015-02-02
421,10,421,2015-02-06
422,10,422,2015-01-01
423,10,423,2015-11-18
424,10,424,2016-01-09
425,10,425,2015-01-22
426,10,426,2015-01-01
427,10,427,2015-01-01
428,10,428,2015-08-01
429,10,429,2016-01-26
430,10,430,2016-05-15
431,10,431,2016-03-28
432,10,432,2015-11-15
433,10,433,2015-01-01
434,10,434,2015-04-11
435,10,435,2015-01-01
436,10,436,2015-09-29
437,10,437,2015-01-01
438,10,438,2015-01-01
439,10,439,2015-01-01
440,10,440,2015-01-01
441,10,441,2015-01-20
442,10,442,2015-09-12
443,10,443,2015-01-01
444,10,444,2016-07-27
445,10,445,2015-11-26
446,10,446,2015-01-23
447,10,447,2015-01-01
448,10,448,2015-01-01
449,10,449,2015-08-28
450,10,450,2016-10-08
451,10,451,2015-01-01
452,10,452,2015-01-01
453,10,453,2016-09-23
454,10,454,2015-08-07
455,10,455,2015-01-01
456,10,456,2015-05-24
457,10,457,2015-01-01
458,10,458,2015-01-01
459,10,459,2015-01-01
460,10,460,2015-05-09
461,10,461,2016-02-22
462,10,462,2016-01-25
463,10,463,2015-01-01
464,10,464,2015-01-01
465,10,465,2016-03-18
466,10,466,2015-02-04
467,10,467,2015-04-05
468,10,468,2015-06-02
469,10,469,2015-11-22
470,10,470,2015-01-01
471,10,471,2015-01-01
472,10,472,2015-01-01
473,10,473,2015-01-01
474,10,474,2015-01-01
475,10,475,2015-01-01
476,10,476,2015-11-10
477,10,477,2015-01-01
478,10,478,2016-05-08
479,10,479,2015-01-01
480,10,480,2015-06-27
481,10,481,2015-05-01
482,10,482,2015-01-01
483,10,483,2015-04-23
484,10,484,2015-01-01
485,10,485,2015-09-24
486,10,486,2015-01-01
487,10,487,2016-04-10
488,10,488,2015-01-01
489,10,489,2015-01-01
490,10,490,2015-03-04
491,10,491,2015-07-09
492,10,492,2015-01-01
493,10,493,2015-01-01
494,10,494,2015-06-30
495,10,495,2015-06-16
496,10,496,2015-01-01
497,10,497,2016-11-06
498,10,498,2015-01-01
499,10,499,2015-01-01
500,10,500,2015-01-01
501,10,501,2015-11-28
502,10,502,2015-01-01
503,10,503,2015-10-22
504,10,504,2015-05-29
505,10,505,2015-01-01
506,10,506,2016-08-24
507,10,507,2015-01-01
508,10,508,2015-02-23
509,10,509,2015-05-02
510,10,510,2015-01-01
511,10,511,2015-01-01
512,10,512,2015-11-05
513,10,513,2016-04-22
514,10,514,2015-04-03
515,10,515,2015-01-01
516,10,516,2015-01-01
517,10,517,2016-10-29
518,10,518,2015-12-24
519,10,519,2015-01-01
520,10,520,2016-07-15
521,10,521,2015-01-01
522,10,522,2015-02-20
523,10,523,2015-04-29
524,10,524,2015-01-01
525,10,525,2015-01-01
526,10,526,2015-01-01
527,10,527,2015-05-25
528,10,528,2015-01-01
529,10,529,2015-01-01
530,10,530,2015-01-01
531,10,531,2015-09-20
532,10,532,2015-01-01
533,10,533,2015-01-01
534,10,534,2015-01-01
535,10,535,2015-04-18
536,10,536,2015-01-01
537,10,537,2015-01-01
538,10,538,2015-01-01
539,10,539,2016-02-04
540,10,540,2015-01-01
541,10,541,2015-04-24
542,10,542,2015-01-01
543,10,543,2015-01-01
544,10,544,2015-11-13
545,10,545,2015-03-06
546,10,546,2015-09-09
547,10,547,2015-01-01
548,10,548,2015-05-30
549,10,549,2015-02-21
550,10,550,2015-01-01
551,10,551,2015-02-15
552,10,552,2015-01-01
553,10,553,2015-01-01
554,10,554,2015-01-01
555,10,555,2016-08-12
556,10,556,2015-08-16
557,10,557,2015-01-01
558,10,558,2015-01-01
559,10,559,2015-01-01
560,10,560,2015-01-01
561,10,561,2015-01-01
562,10,562,2015-06-06
563,10,563,2015-01-01
564,10,564,2015-06-17
565,10,565,2017-11-10
566,10,566,2015-01-01
567,10,567,2015-12-17
568,10,568,2015-04-17
569,10,569,2015-01-01
570,10,570,2015-07-17
571,10,571,2016-03-01
572,10,572,2015-08-21
573,10,573,2015-01-01
574,10,574,2015-01-01
575,10,575,2015-01-01
576,10,576,2015-07-14
577,10,577,2015-04-29
578,10,578,2015-11-04
579,10,579,2015-02-03
580,10,580,2015-01-01
581,10,581,2015-02-03
582,10,582,2015-01-09
583,10,583,2015-01-01
584,10,584,2015-10-16
585,10,585,2015-01-01
586,10,586,2015-01-01
587,10,587,2015-05-28
588,10,588,2015-01-01
589,10,589,2016-01-03
590,10,590,2015-01-29
591,10,591,2015-10-11
592,10,592,2015-01-01
593,10,593,2015-02-18
594,10,594,2015-01-01
595,10,595,2015-01-01
596,10,596,2015-01-01
597,10,597,2015-01-01
598,10,598,2015-08-17
599,10,599,2015-01-01
600,10,600,2016-06-18
601,10,601,2015-01-01
602,10,602,2016-05-25
603,10,603,2015-01-01
604,10,604,2015-01-01
605,10,605,2015-10-08
606,10,606,2015-01-01
607,10,607,2015-06-22
608,10,608,2015-01-01
609,10,609,2015-01-01
610,10,610,2015-08-19
611,10,611,2015-01-01
612,10,612,2015-03-01
613,10,613,2016-04-30
614,10,614,2015-06-22
615,10,615,2015-09-19
616,10,616,2015-01-01
617,10,617,2016-07-07
618,10,618,2016-01-30
619,10,619,2015-09-13
620,10,620,2015-03-20
621,10,621,2015-11-20
622,10,622,2016-06-13
623,10,623,2016-06-24
624,10,624,2016-01-02
625,10,625,2015-01-01
626,10,626,2015-02-05
627,10,627,2016-07-14
628,10,628,2015-01-01
629,10,629,2015-08-24
630,10,630,2015-01-01
631,10,631,2015-01-01
632,10,632,2015-01-01
633,10,633,2015-01-01
634,10,634,2015-01-01
635,10,635,2015-01-01
636,10,636,2015-01-01
637,10,637,2016-07-31
638,10,638,2015-01-01
639,10,639,2015-01-25
640,10,640,2015-01-01
641,10,641,2016-05-11
642,10,642,2015-02-28
643,10,643,2015-01-01
644,10,644,2016-01-20
645,10,645,2015-06-10
646,10,646,2015-08-29
647,10,647,2015-01-01
648,10,648,2015-01-01
649,10,649,2016-02-18
650,10,650,2015-01-01
651,10,651,2015-01-01
652,10,652,2016-01-08
653,10,653,2015-01-01
654,10,654,2015-01-01
655,10,655,2015-01-01
656,10,656,2015-01-01
657,10,657,2015-01-01
658,10,658,2015-11-18
659,10,659,2015-10-05
660,10,660,2015-07-18
661,10,661,2015-07-09
662,10,662,2016-01-31
663,10,663,2015-12-05
664,10,664,2015-01-01
665,10,665,2015-01-01
666,10,666,2015-01-01
667,10,667,2015-01-01
668,10,668,2015-06-26
669,10,669,2015-01-01
670,10,670,2016-07-19
671,10,671,2015-09-18
672,10,672,2015-08-18
673,10,673,2015-01-01
674,10,674,2015-01-01
675,10,675,2016-11-06
676,10,676,2015-01-01
677,10,677,2015-12-05
678,10,678,2015-07-10
679,10,679,2015-02-05
680,10,680,2015-01-01
681,10,681,2015-01-01
682,10,682,2016-01-13
683,10,683,2015-01-01
684,10,684,2017-12-07
685,10,685,2016-06-01
686,10,686,2015-01-01
687,10,687,2015-01-01
688,10,688,2017-01-08
689,10,689,2015-05-24
690,10,690,2016-12-08
691,10,691,2015-01-01
692,10,692,2015-12-17
693,10,693,2015-01-01
694,10,694,2015-01-01
695,10,695,2015-04-05
696,10,696,2015-01-01
697,10,697,2015-09-12
698,10,698,2016-04-20
699,10,699,2016-01-04
700,10,700,2015-10-14
701,10,701,2015-01-01
702,10,702,2015-02-26
703,10,703,2015-01-01
704,10,704,2015-01-01
705,10,705,2015-09-17
706,10,706,2016-03-21
707,10,707,2016-03-29
708,10,708,2015-01-01
709,10,709,2015-01-01
710,10,710,2015-02-09
711,10,711,2015-01-01
712,10,712,2015-01-01
713,10,713,2016-05-14
714,10,714,2015-01-01
715,10,715,2015-01-01
716,10,716,2015-01-01
717,10,717,2015-01-01
718,10,718,2015-01-01
719,10,719,2015-08-05
720,10,720,2015-01-01
721,10,721,2015-01-01
722,10,722,2015-01-01
723,10,723,2015-04-29
724,10,724,2016-01-09
725,10,725,2015-10-14
726,10,726,2015-02-15
727,10,727,2015-09-28
728,10,728,2015-01-01
729,10,729,2015-06-10
730,10,730,2015-06-20
731,10,731,2015-11-19
732,10,732,2015-09-29
733,10,733,2015-10-09
734,10,734,2015-01-01
735,10,735,2015-01-01
736,10,736,2015-02-09
737,10,737,2015-09-28
738,10,738,2015-01-01
739,10,739,2015-01-01
740,10,740,2015-01-01
741,10,741,2015-01-01
742,10,742,2015-01-01
743,10,743,2016-02-28
744,10,744,2017-04-11
745,10,745,2015-01-01
746,10,746,2015-01-01
747,10,747,2015-01-01
748,10,748,2016-12-12
749,10,749,2015-03-29
750,10,750,2015-01-01
751,10,751,2015-01-01
752,10,752,2015-06-17
753,10,753,2015-06-13
754,10,754,2016-11-23
755,10,755,2015-05-09
756,10,756,2015-09-07
757,10,757,2016-05-11
758,10,758,2015-08-12
759,10,759,2015-01-01
760,10,760,2016-01-28
761,10,761,2016-11-30
762,10,762,2015-01-01
763,10,763,2015-01-01
764,10,764,2015-05-21
765,10,765,2015-01-06
766,10,766,2015-01-01
767,10,767,2015-11-21
768,10,768,2015-10-13
769,10,769,2015-01-01
770,10,770,2015-10-06
771,10,771,2016-05-15
772,10,772,2016-05-15
773,10,773,2015-04-26
774,10,774,2016-04-21
775,10,775,2015-01-01
776,10,776,2015-07-12
777,10,777,2015-01-19
778,10,778,2015-01-13
779,10,779,2015-01-01
780,10,780,2015-11-01
781,10,781,2015-01-15
782,10,782,2015-01-01
783,10,783,2015-02-04
784,10,784,2016-02-03
785,10,785,2015-01-01
786,10,786,2015-11-11
787,10,787,2015-01-01
788,10,788,2015-02-15
789,10,789,2015-01-01
790,10,790,2015-11-05
791,10,791,2015-01-01
792,10,792,2015-01-16
793,10,793,2015-06-06
794,10,794,2016-04-20
795,10,795,2016-05-26
796,10,796,2015-01-01
797,10,797,2015-04-26
798,10,798,2015-09-28
799,10,799,2015-04-13
800,10,800,2016-05-13
801,10,801,2016-10-13
802,10,802,2015-01-01
803,10,803,2015-01-01
804,10,804,2015-05-28
805,10,805,2015-01-01
806,10,806,2015-01-01
807,10,807,2015-10-07
808,10,808,2015-01-01
809,10,809,2015-01-01
810,10,810,2015-01-15
811,10,811,2015-03-02
812,10,812,2015-01-12
813,10,813,2015-12-13
814,10,814,2015-01-01
815,10,815,2015-01-01
816,10,816,2016-07-15
817,10,817,2015-01-01
818,10,818,2015-01-29
819,10,819,2015-12-17
820,10,820,2015-01-01
821,10,821,2015-01-01
822,10,822,2015-09-18
823,10,823,2015-04-24
824,10,824,2015-01-01
825,10,825,2015-09-04
826,10,826,2015-01-01
827,10,827,2015-01-01
828,10,828,2015-01-01
829,10,829,2015-01-01
830,10,830,2016-09-09
831,10,831,2015-11-03
832,10,832,2016-07-06
833,10,833,2015-01-01
834,10,834,2015-01-01
835,10,835,2015-01-01
836,10,836,2015-01-01
837,10,837,2015-01-01
838,10,838,2015-12-11
839,10,839,2015-11-22
840,10,840,2015-11-02
841,10,841,2015-06-29
842,10,842,2015-01-01
843,10,843,2015-01-01
844,10,844,2015-01-01
845,10,845,2015-01-30
846,10,846,2015-05-02
847,10,847,2016-05-16
848,10,848,2016-04-22
849,10,849,2015-05-04
850,10,850,2015-01-01
851,10,851,2015-01-01
852,10,852,2015-11-23
853,10,853,2015-05-15
854,10,854,2015-04-17
855,10,855,2015-01-01
856,10,856,2015-01-04
857,10,857,2015-01-01
858,10,858,2015-07-01
859,10,859,2015-03-24
860,10,860,2015-05-01
861,10,861,2015-01-01
862,10,862,2015-01-01
863,10,863,2015-01-01
864,10,864,2016-01-09
865,10,865,2015-07-29
866,10,866,2015-01-01
867,10,867,2015-01-01
868,10,868,2015-11-20
869,10,869,2016-07-25
870,10,870,2015-01-01
871,10,871,2015-01-01
872,10,872,2015-01-01
873,10,873,2015-01-01
874,10,874,2015-01-01
875,10,875,2015-04-28
876,10,876,2015-04-16
877,10,877,2015-04-28
878,10,878,2015-01-01
879,10,879,2015-01-01
880,10,880,2015-09-17
881,10,881,2015-01-01
882,10,882,2015-05-25
883,10,883,2015-03-22
884,10,884,2015-01-01
885,10,885,2015-01-01
886,10,886,2015-01-01
887,10,887,2015-01-01
888,10,888,2015-12-21
889,10,889,2015-01-01
890,10,890,2016-05-26
891,10,891,2015-01-11
892,10,892,2015-01-01
893,10,893,2015-01-01
894,10,894,2017-07-29
895,10,895,2015-01-01
896,10,896,2015-05-21
897,10,897,2015-06-20
898,10,898,2015-01-01
899,10,899,2015-05-17
900,10,900,2015-01-01
901,10,901,2015-12-12
902,10,902,2015-01-01
903,10,903,2015-01-01
904,10,904,2015-01-01
905,10,905,2015-01-01
906,10,906,2016-02-12
907,10,907,2015-01-01
908,10,908,2015-01-01
909,10,909,2015-01-01
910,10,910,2015-02-26
911,10,911,2016-01-22
912,10,912,2015-01-09
913,10,913,2015-02-23
914,10,914,2015-01-01
915,10,915,2015-02-17
916,10,916,2015-05-14
917,10,917,2015-01-01
918,10,918,2017-05-15
919,10,919,2017-04-14
920,10,920,2015-01-01
921,10,921,2015-01-01
922,10,922,2015-01-01
923,10,923,2015-12-04
924,10,924,2015-01-01
925,10,925,2018-05-20
926,10,926,2016-01-16
927,10,927,2015-07-21
928,10,928,2015-01-01
929,10,929,2015-01-01
930,10,930,2015-01-01
931,10,931,2015-01-01
932,10,932,2015-01-29
933,10,933,2015-01-01
934,10,934,2015-01-01
935,10,935,2015-01-01
936,10,936,2015-04-25
937,10,937,2016-02-17
938,10,938,2015-01-01
939,10,939,2015-01-01
940,10,940,2015-01-01
941,10,941,2017-03-13
942,10,942,2016-02-04
943,10,943,2016-05-07
944,10,944,2015-01-01
945,10,945,2015-01-01
946,10,946,2015-01-01
947,10,947,2016-04-26
948,10,948,2016-03-27
949,10,949,2016-03-25
950,10,950,2015-01-14
951,10,951,2016-03-28
952,10,952,2015-01-01
953,10,953,2017-06-17
954,10,954,2015-01-01
955,10,955,2015-01-23
956,10,956,2015-04-27
957,10,957,2015-01-01
958,10,958,2015-04-01
959,10,959,2015-01-01
960,10,960,2016-06-12
961,10,961,2015-10-07
962,10,962,2015-11-26
963,10,963,2015-01-01
964,10,964,2015-08-08
965,10,965,2015-10-02
966,10,966,2015-01-01
967,10,967,2016-02-08
968,10,968,2015-06-20
969,10,969,2015-07-25
970,10,970,2016-03-21
971,10,971,2015-05-19
972,10,972,2015-01-01
973,10,973,2015-01-01
974,10,974,2015-01-01
975,10,975,2015-01-01
976,10,976,2015-06-17
977,10,977,2015-01-01
978,10,978,2015-01-16
979,10,979,2015-05-23
980,10,980,2015-01-01
981,10,981,2015-09-09
982,10,982,2016-06-22
983,10,983,2015-01-01
984,10,984,2015-01-01
985,10,985,2015-01-01
986,10,986,2016-08-25
987,10,987,2015-04-20
988,10,988,2015-08-21
989,10,989,2015-01-29
990,10,990,2015-01-01
991,10,991,2015-04-05
992,10,992,2015-01-01
993,10,993,2016-05-11
994,10,994,2015-01-01
995,10,995,2015-10-30
996,10,996,2015-11-19
997,10,997,2015-12-19
998,10,998,2015-01-01
999,10,999,2016-01-22
1000,10,1000,2015-04-29
1001,91,201,2015-06-06
1002,10,1001,2015-05-19
1003,90,599,2015-01-31
1004,10,1002,2015-05-21
1005,91,531,2015-10-03
1006,10,1003,2015-03-14
1007,91,140,2015-10-27
1008,10,1004,2015-10-22
1009,90,210,2015-06-26
1010,10,1005,2015-06-07
1011,90,909,2015-04-14
1012,10,1006,2015-03-04
1013,10,1007,2015-01-09
1014,90,781,2016-01-05
1015,10,1008,2015-06-12
1016,90,488,2015-06-17
1017,10,1009,2015-02-12
1018,90,9,2015-04-07
1019,10,1010,2015-10-16
1020,91,799,2015-04-27
1021,10,1011,2015-05-21
1022,90,756,2015-09-15
1023,10,1012,2015-06-18
1024,91,9,2015-02-22
1025,10,1013,2015-09-16
1026,90,958,2015-10-31
1027,10,1014,2015-08-06
1028,90,40,2015-08-27
1029,10,1015,2015-06-18
1030,90,824,2015-05-21
1031,10,1016,2015-05-08
1032,91,457,2015-09-23
1033,10,1017,2015-03-22
1034,91,779,2015-05-18
1035,10,1018,2015-03-14
1036,91,233,2016-02-23
1037,10,1019,2015-09-27
1038,10,1020,2015-07-29
1039,91,804,2015-07-27
1040,10,1021,2015-06-25
1041,90,631,2015-08-09
1042,10,1022,2015-04-06
1043,10,1023,2015-04-26
1044,10,1024,2015-05-17
1045,10,1025,2015-05-10
1046,90,608,2015-07-16
1047,10,1026,2015-06-09
1048,90,142,2015-06-19
1049,10,1027,2016-01-16
1050,91,620,2016-02-14
1051,10,1028,2015-11-29
1052,10,1029,2015-08-28
1053,90,373,2015-06-08
1054,10,1030,2015-10-06
1055,10,1031,2015-11-08
1056,10,1032,2015-05-22
1057,91,674,2015-03-19
1058,10,1033,2015-01-01
1059,10,1034,2015-08-19
1060,10,1035,2015-03-23
1061,90,334,2015-02-04
1062,10,1036,2015-09-28
1063,10,1037,2015-08-23
1064,90,183,2015-06-30
1065,10,1038,2015-03-18
