PerfID,EmpID,Rating,PerfDate
99,113,5,2015-12-31
100,114,3,2015-12-31
101,115,3,2015-12-31
102,117,2,2015-12-31
103,118,3,2015-12-31
104,119,3,2015-12-31
105,120,5,2015-12-31
106,121,1,2015-12-31
107,122,2,2015-12-31
108,123,4,2015-12-31
109,124,4,2015-12-31
110,125,3,2015-12-31
111,126,4,2015-12-31
112,128,4,2015-12-31
113,129,1,2015-12-31
114,130,4,2015-12-31
115,131,2,2015-12-31
116,132,3,2015-12-31
117,133,3,2015-12-31
118,134,1,2015-12-31
119,135,3,2015-12-31
120,136,4,2015-12-31
121,137,2,2015-12-31
122,138,5,2015-12-31
123,139,3,2015-12-31
124,140,3,2015-12-31
125,141,2,2015-12-31
126,142,2,2015-12-31
127,143,4,2015-12-31
128,144,4,2015-12-31
129,145,4,2015-12-31
130,146,4,2015-12-31
131,147,4,2015-12-31
132,148,1,2015-12-31
133,149,3,2015-12-31
134,150,3,2015-12-31
135,151,4,2015-12-31
136,152,4,2015-12-31
137,153,2,2015-12-31
138,155,3,2015-12-31
139,156,4,2015-12-31
140,157,2,2015-12-31
141,158,5,2015-12-31
142,160,4,2015-12-31
143,161,3,2015-12-31
144,162,3,2015-12-31
145,163,3,2015-12-31
146,164,3,2015-12-31
147,165,3,2015-12-31
148,166,3,2015-12-31
149,167,3,2015-12-31
150,168,3,2015-12-31
151,170,4,2015-12-31
152,172,4,2015-12-31
153,173,2,2015-12-31
154,174,1,2015-12-31
155,175,1,2015-12-31
156,176,5,2015-12-31
157,177,4,2015-12-31
158,178,2,2015-12-31
159,179,2,2015-12-31
160,180,4,2015-12-31
161,181,2,2015-12-31
162,182,5,2015-12-31
163,184,4,2015-12-31
164,185,2,2015-12-31
165,186,1,2015-12-31
166,187,1,2015-12-31
167,188,1,2015-12-31
168,189,2,2015-12-31
169,190,2,2015-12-31
170,191,3,2015-12-31
171,192,3,2015-12-31
172,193,3,2015-12-31
173,194,4,2015-12-31
174,197,4,2015-12-31
175,199,4,2015-12-31
176,200,2,2015-12-31
177,202,3,2015-12-31
178,204,3,2015-12-31
179,205,5,2015-12-31
180,206,2,2015-12-31
181,207,3,2015-12-31
182,208,4,2015-12-31
183,209,3,2015-12-31
184,210,3,2015-12-31
185,211,3,2015-12-31
186,212,5,2015-12-31
187,214,3,2015-12-31
188,218,4,2015-12-31
189,219,2,2015-12-31
190,220,4,2015-12-31
191,221,4,2015-12-31
192,222,3,2015-12-31
193,223,3,2015-12-31
194,224,4,2015-12-31
195,225,3,2015-12-31
196,226,3,2015-12-31
197,227,3,2015-12-31
198,228,3,2015-12-31
199,229,4,2015-12-31
200,230,2,2015-12-31
201,232,5,2015-12-31
202,233,1,2015-12-31
203,234,3,2015-12-31
204,235,3,2015-12-31
205,240,3,2015-12-31
206,241,3,2015-12-31
207,242,4,2015-12-31
208,243,3,2015-12-31
209,244,5,2015-12-31
210,245,4,2015-12-31
211,246,5,2015-12-31
212,247,3,2015-12-31
213,248,4,2015-12-31
214,249,5,2015-12-31
215,250,4,2015-12-31
216,251,3,2015-12-31
217,252,1,2015-12-31
218,253,3,2015-12-31
219,255,3,2015-12-31
220,256,2,2015-12-31
221,257,3,2015-12-31
222,258,2,2015-12-31
223,259,4,2015-12-31
224,260,3,2015-12-31
225,261,3,2015-12-31
226,262,1,2015-12-31
227,264,4,2015-12-31
228,265,3,2015-12-31
229,266,2,2015-12-31
230,267,2,2015-12-31
231,268,4,2015-12-31
232,269,3,2015-12-31
233,270,3,2015-12-31
234,271,2,2015-12-31
235,272,5,2015-12-31
236,273,4,2015-12-31
237,274,3,2015-12-31
238,275,2,2015-12-31
239,276,4,2015-12-31
240,278,3,2015-12-31
241,281,2,2015-12-31
242,283,3,2015-12-31
243,285,5,2015-12-31
244,287,4,2015-12-31
245,288,5,2015-12-31
246,289,4,2015-12-31
247,290,2,2015-12-31
248,291,3,2015-12-31
249,292,4,2015-12-31
250,293,4,2015-12-31
251,294,2,2015-12-31
252,295,4,2015-12-31
253,296,3,2015-12-31
254,297,2,2015-12-31
255,298,3,2015-12-31
256,299,5,2015-12-31
257,301,1,2015-12-31
258,302,2,2015-12-31
259,303,3,2015-12-31
260,304,4,2015-12-31
261,305,2,2015-12-31
262,306,3,2015-12-31
263,307,3,2015-12-31
264,308,3,2015-12-31
265,309,4,2015-12-31
266,310,4,2015-12-31
267,311,3,2015-12-31
268,312,2,2015-12-31
269,313,1,2015-12-31
270,314,3,2015-12-31
271,315,5,2015-12-31
272,316,3,2015-12-31
273,319,3,2015-12-31
274,320,2,2015-12-31
275,321,3,2015-12-31
276,322,4,2015-12-31
277,323,2,2015-12-31
278,324,5,2015-12-31
279,325,4,2015-12-31
280,326,3,2015-12-31
281,327,4,2015-12-31
282,328,3,2015-12-31
283,329,2,2015-12-31
284,332,3,2015-12-31
285,333,3,2015-12-31
286,334,3,2015-12-31
287,335,4,2015-12-31
288,336,3,2015-12-31
289,337,1,2015-12-31
290,338,5,2015-12-31
291,340,3,2015-12-31
292,341,3,2015-12-31
293,343,3,2015-12-31
294,344,4,2015-12-31
295,345,1,2015-12-31
296,346,4,2015-12-31
297,348,1,2015-12-31
298,349,1,2015-12-31
299,350,3,2015-12-31
300,352,3,2015-12-31
301,353,2,2015-12-31
302,354,2,2015-12-31
303,355,3,2015-12-31
304,356,3,2015-12-31
305,358,2,2015-12-31
306,359,3,2015-12-31
307,361,3,2015-12-31
308,362,4,2015-12-31
309,364,3,2015-12-31
310,366,2,2015-12-31
311,367,3,2015-12-31
312,371,1,2015-12-31
313,372,5,2015-12-31
314,374,3,2015-12-31
315,375,1,2015-12-31
316,376,2,2015-12-31
317,377,3,2015-12-31
318,378,3,2015-12-31
319,379,5,2015-12-31
320,381,3,2015-12-31
321,382,2,2015-12-31
322,383,4,2015-12-31
323,384,2,2015-12-31
324,385,1,2015-12-31
325,387,4,2015-12-31
326,388,4,2015-12-31
327,389,1,2015-12-31
328,390,4,2015-12-31
329,393,5,2015-12-31
330,395,3,2015-12-31
331,396,3,2015-12-31
332,397,1,2015-12-31
333,399,3,2015-12-31
334,400,3,2015-12-31
335,402,4,2015-12-31
336,403,2,2015-12-31
337,404,2,2015-12-31
338,406,5,2015-12-31
339,407,3,2015-12-31
340,408,2,2015-12-31
341,409,5,2015-12-31
342,411,1,2015-12-31
343,414,3,2015-12-31
344,415,3,2015-12-31
345,416,2,2015-12-31
346,417,3,2015-12-31
347,418,2,2015-12-31
348,419,4,2015-12-31
349,420,1,2015-12-31
350,421,2,2015-12-31
351,422,2,2015-12-31
352,423,1,2015-12-31
353,425,1,2015-12-31
354,426,3,2015-12-31
355,427,1,2015-12-31
356,428,2,2015-12-31
357,432,2,2015-12-31
358,433,3,2015-12-31
359,434,5,2015-12-31
360,435,3,2015-12-31
361,436,3,2015-12-31
362,437,3,2015-12-31
363,438,3,2015-12-31
364,439,4,2015-12-31
365,440,3,2015-12-31
366,441,3,2015-12-31
367,442,2,2015-12-31
368,443,3,2015-12-31
369,445,3,2015-12-31
370,446,4,2015-12-31
371,447,2,2015-12-31
372,448,3,2015-12-31
373,449,5,2015-12-31
374,451,1,2015-12-31
375,452,3,2015-12-31
376,454,2,2015-12-31
377,455,3,2015-12-31
378,456,4,2015-12-31
379,457,3,2015-12-31
380,458,3,2015-12-31
381,459,3,2015-12-31
382,460,3,2015-12-31
383,463,5,2015-12-31
384,464,3,2015-12-31
385,466,2,2015-12-31
386,467,3,2015-12-31
387,468,3,2015-12-31
388,469,4,2015-12-31
389,470,1,2015-12-31
390,471,3,2015-12-31
391,472,1,2015-12-31
392,473,2,2015-12-31
393,474,1,2015-12-31
394,475,3,2015-12-31
395,476,4,2015-12-31
396,477,4,2015-12-31
397,479,4,2015-12-31
398,480,2,2015-12-31
399,481,5,2015-12-31
400,482,2,2015-12-31
401,483,4,2015-12-31
402,484,2,2015-12-31
403,485,3,2015-12-31
404,486,3,2015-12-31
405,489,3,2015-12-31
406,490,3,2015-12-31
407,491,2,2015-12-31
408,492,2,2015-12-31
409,493,3,2015-12-31
410,494,2,2015-12-31
411,495,4,2015-12-31
412,496,4,2015-12-31
413,498,3,2015-12-31
414,499,4,2015-12-31
415,500,2,2015-12-31
416,501,3,2015-12-31
417,502,4,2015-12-31
418,503,3,2015-12-31
419,504,2,2015-12-31
420,505,4,2015-12-31
421,507,2,2015-12-31
422,508,4,2015-12-31
423,509,4,2015-12-31
424,510,3,2015-12-31
425,511,4,2015-12-31
426,512,5,2015-12-31
427,515,3,2015-12-31
428,516,3,2015-12-31
429,518,4,2015-12-31
430,519,4,2015-12-31
431,521,3,2015-12-31
432,522,5,2015-12-31
433,523,4,2015-12-31
434,524,5,2015-12-31
435,525,3,2015-12-31
436,526,1,2015-12-31
437,527,5,2015-12-31
438,528,2,2015-12-31
439,529,4,2015-12-31
440,530,2,2015-12-31
441,532,2,2015-12-31
442,533,2,2015-12-31
443,534,5,2015-12-31
444,535,3,2015-12-31
445,536,2,2015-12-31
446,537,2,2015-12-31
447,538,3,2015-12-31
448,540,1,2015-12-31
449,541,3,2015-12-31
450,542,4,2015-12-31
451,543,2,2015-12-31
452,544,2,2015-12-31
453,545,5,2015-12-31
454,546,3,2015-12-31
455,547,3,2015-12-31
456,548,3,2015-12-31
457,549,3,2015-12-31
458,550,3,2015-12-31
459,551,3,2015-12-31
460,552,3,2015-12-31
461,553,3,2015-12-31
462,554,5,2015-12-31
463,556,5,2015-12-31
464,557,3,2015-12-31
465,558,3,2015-12-31
466,559,3,2015-12-31
467,560,1,2015-12-31
468,561,2,2015-12-31
469,562,3,2015-12-31
470,563,3,2015-12-31
471,564,4,2015-12-31
472,566,2,2015-12-31
473,567,4,2015-12-31
474,568,3,2015-12-31
475,569,3,2015-12-31
476,570,2,2015-12-31
477,572,4,2015-12-31
478,573,4,2015-12-31
479,574,2,2015-12-31
480,575,3,2015-12-31
481,576,2,2015-12-31
482,577,3,2015-12-31
483,578,4,2015-12-31
484,579,4,2015-12-31
485,580,3,2015-12-31
486,581,5,2015-12-31
487,582,3,2015-12-31
488,583,2,2015-12-31
489,584,1,2015-12-31
490,585,2,2015-12-31
491,586,3,2015-12-31
492,587,4,2015-12-31
493,588,3,2015-12-31
494,590,5,2015-12-31
495,591,2,2015-12-31
496,592,4,2015-12-31
497,593,3,2015-12-31
498,594,5,2015-12-31
499,595,5,2015-12-31
500,596,4,2015-12-31
501,597,5,2015-12-31
502,598,5,2015-12-31
503,601,3,2015-12-31
504,603,3,2015-12-31
505,604,1,2015-12-31
506,605,3,2015-12-31
507,606,3,2015-12-31
508,607,2,2015-12-31
509,609,3,2015-12-31
510,610,3,2015-12-31
511,611,4,2015-12-31
512,612,3,2015-12-31
513,614,5,2015-12-31
514,615,3,2015-12-31
515,616,1,2015-12-31
516,619,2,2015-12-31
517,620,3,2015-12-31
518,621,4,2015-12-31
519,625,1,2015-12-31
520,626,3,2015-12-31
521,628,4,2015-12-31
522,629,4,2015-12-31
523,632,1,2015-12-31
524,633,3,2015-12-31
525,634,1,2015-12-31
526,635,5,2015-12-31
527,636,4,2015-12-31
528,638,4,2015-12-31
529,639,3,2015-12-31
530,640,5,2015-12-31
531,642,3,2015-12-31
532,643,3,2015-12-31
533,645,2,2015-12-31
534,646,2,2015-12-31
535,647,4,2015-12-31
536,648,3,2015-12-31
537,651,1,2015-12-31
538,653,3,2015-12-31
539,654,2,2015-12-31
540,655,3,2015-12-31
541,656,5,2015-12-31
542,657,1,2015-12-31
543,658,4,2015-12-31
544,659,1,2015-12-31
545,660,2,2015-12-31
546,661,1,2015-12-31
547,663,5,2015-12-31
548,664,2,2015-12-31
549,665,3,2015-12-31
550,666,3,2015-12-31
551,667,4,2015-12-31
552,668,3,2015-12-31
553,669,3,2015-12-31
554,671,4,2015-12-31
555,672,3,2015-12-31
556,673,3,2015-12-31
557,676,4,2015-12-31
558,677,2,2015-12-31
559,678,3,2015-12-31
560,679,2,2015-12-31
561,680,1,2015-12-31
562,681,3,2015-12-31
563,683,3,2015-12-31
564,686,3,2015-12-31
565,687,3,2015-12-31
566,689,3,2015-12-31
567,691,3,2015-12-31
568,692,3,2015-12-31
569,693,2,2015-12-31
570,694,3,2015-12-31
571,695,4,2015-12-31
572,696,3,2015-12-31
573,697,1,2015-12-31
574,700,3,2015-12-31
575,701,3,2015-12-31
576,702,3,2015-12-31
577,703,3,2015-12-31
578,704,3,2015-12-31
579,705,4,2015-12-31
580,708,3,2015-12-31
581,709,3,2015-12-31
582,710,3,2015-12-31
583,711,3,2015-12-31
584,712,2,2015-12-31
585,714,2,2015-12-31
586,715,3,2015-12-31
587,716,5,2015-12-31
588,717,1,2015-12-31
589,718,3,2015-12-31
590,719,3,2015-12-31
591,720,5,2015-12-31
592,721,2,2015-12-31
593,722,3,2015-12-31
594,723,1,2015-12-31
595,725,3,2015-12-31
596,726,2,2015-12-31
597,727,3,2015-12-31
598,728,4,2015-12-31
599,729,3,2015-12-31
600,730,1,2015-12-31
601,731,2,2015-12-31
602,732,3,2015-12-31
603,733,2,2015-12-31
604,734,5,2015-12-31
605,735,1,2015-12-31
606,736,1,2015-12-31
607,737,5,2015-12-31
608,738,3,2015-12-31
609,739,5,2015-12-31
610,740,4,2015-12-31
611,741,2,2015-12-31
612,742,2,2015-12-31
613,745,3,2015-12-31
614,746,3,2015-12-31
615,747,3,2015-12-31
616,749,3,2015-12-31
617,750,3,2015-12-31
618,751,3,2015-12-31
619,752,3,2015-12-31
620,753,3,2015-12-31
621,755,2,2015-12-31
622,758,1,2015-12-31
623,759,3,2015-12-31
624,762,2,2015-12-31
625,763,3,2015-12-31
626,764,4,2015-12-31
627,765,3,2015-12-31
628,766,3,2015-12-31
629,767,3,2015-12-31
630,768,2,2015-12-31
631,769,5,2015-12-31
632,770,2,2015-12-31
633,773,4,2015-12-31
634,775,5,2015-12-31
635,776,2,2015-12-31
636,777,4,2015-12-31
637,778,4,2015-12-31
638,780,3,2015-12-31
639,781,4,2015-12-31
640,782,2,2015-12-31
641,783,5,2015-12-31
642,785,2,2015-12-31
643,786,3,2015-12-31
644,787,3,2015-12-31
645,788,3,2015-12-31
646,789,5,2015-12-31
647,790,4,2015-12-31
648,791,5,2015-12-31
649,792,4,2015-12-31
650,793,1,2015-12-31
651,796,5,2015-12-31
652,797,2,2015-12-31
653,798,4,2015-12-31
654,802,2,2015-12-31
655,803,2,2015-12-31
656,805,3,2015-12-31
657,806,3,2015-12-31
658,807,3,2015-12-31
659,808,1,2015-12-31
660,809,4,2015-12-31
661,810,1,2015-12-31
662,811,3,2015-12-31
663,812,3,2015-12-31
664,813,3,2015-12-31
665,814,3,2015-12-31
666,815,3,2015-12-31
667,817,4,2015-12-31
668,818,3,2015-12-31
669,819,2,2015-12-31
670,820,3,2015-12-31
671,821,3,2015-12-31
672,822,2,2015-12-31
673,823,3,2015-12-31
674,824,1,2015-12-31
675,825,3,2015-12-31
676,826,3,2015-12-31
677,827,4,2015-12-31
678,828,1,2015-12-31
679,829,5,2015-12-31
680,831,4,2015-12-31
681,833,2,2015-12-31
682,834,4,2015-12-31
683,835,2,2015-12-31
684,836,2,2015-12-31
685,837,3,2015-12-31
686,838,2,2015-12-31
687,839,5,2015-12-31
688,840,2,2015-12-31
689,841,1,2015-12-31
690,842,5,2015-12-31
691,843,2,2015-12-31
692,844,3,2015-12-31
693,845,2,2015-12-31
694,846,5,2015-12-31
695,849,3,2015-12-31
696,850,3,2015-12-31
697,851,3,2015-12-31
698,852,2,2015-12-31
699,853,3,2015-12-31
700,854,4,2015-12-31
701,855,5,2015-12-31
702,856,4,2015-12-31
703,857,3,2015-12-31
704,858,5,2015-12-31
705,859,3,2015-12-31
706,860,5,2015-12-31
707,861,3,2015-12-31
708,862,3,2015-12-31
709,863,2,2015-12-31
710,865,1,2015-12-31
711,866,3,2015-12-31
712,867,5,2015-12-31
713,868,3,2015-12-31
714,870,5,2015-12-31
715,871,2,2015-12-31
716,872,4,2015-12-31
717,873,5,2015-12-31
718,874,2,2015-12-31
719,875,1,2015-12-31
720,876,4,2015-12-31
721,877,2,2015-12-31
722,878,3,2015-12-31
723,879,4,2015-12-31
724,880,1,2015-12-31
725,881,3,2015-12-31
726,882,3,2015-12-31
727,883,3,2015-12-31
728,884,3,2015-12-31
729,885,5,2015-12-31
730,886,3,2015-12-31
731,887,1,2015-12-31
732,888,3,2015-12-31
733,889,3,2015-12-31
734,891,4,2015-12-31
735,892,3,2015-12-31
736,893,4,2015-12-31
737,895,3,2015-12-31
738,896,5,2015-12-31
739,897,4,2015-12-31
740,898,1,2015-12-31
741,899,2,2015-12-31
742,900,4,2015-12-31
743,901,3,2015-12-31
744,902,3,2015-12-31
745,903,2,2015-12-31
746,904,3,2015-12-31
747,905,3,2015-12-31
748,907,5,2015-12-31
749,908,1,2015-12-31
750,910,5,2015-12-31
751,912,3,2015-12-31
752,913,1,2015-12-31
753,914,3,2015-12-31
754,915,1,2015-12-31
755,916,3,2015-12-31
756,917,1,2015-12-31
757,920,1,2015-12-31
758,921,4,2015-12-31
759,922,2,2015-12-31
760,923,3,2015-12-31
761,924,3,2015-12-31
762,927,4,2015-12-31
763,928,2,2015-12-31
764,929,2,2015-12-31
765,930,2,2015-12-31
766,931,3,2015-12-31
767,932,5,2015-12-31
768,933,2,2015-12-31
769,934,3,2015-12-31
770,935,5,2015-12-31
771,936,4,2015-12-31
772,938,2,2015-12-31
773,939,3,2015-12-31
774,940,3,2015-12-31
775,944,3,2015-12-31
776,945,1,2015-12-31
777,946,4,2015-12-31
778,950,4,2015-12-31
779,952,2,2015-12-31
780,954,3,2015-12-31
781,955,3,2015-12-31
782,956,3,2015-12-31
783,957,4,2015-12-31
784,959,3,2015-12-31
785,961,3,2015-12-31
786,962,3,2015-12-31
787,963,2,2015-12-31
788,964,2,2015-12-31
789,965,5,2015-12-31
790,966,4,2015-12-31
791,968,2,2015-12-31
792,969,4,2015-12-31
793,971,1,2015-12-31
794,972,5,2015-12-31
795,973,2,2015-12-31
796,974,1,2015-12-31
797,975,3,2015-12-31
798,976,3,2015-12-31
799,977,3,2015-12-31
800,978,1,2015-12-31
801,979,4,2015-12-31
802,980,5,2015-12-31
803,981,3,2015-12-31
804,983,3,2015-12-31
805,984,3,2015-12-31
806,985,4,2015-12-31
807,987,3,2015-12-31
808,988,3,2015-12-31
809,989,2,2015-12-31
810,990,4,2015-12-31
811,991,5,2015-12-31
812,992,2,2015-12-31
813,994,3,2015-12-31
814,995,3,2015-12-31
815,996,4,2015-12-31
816,997,3,2015-12-31
817,998,4,2015-12-31
818,1000,2,2015-12-31
819,1001,3,2015-12-31
820,1002,3,2015-12-31
821,1003,2,2015-12-31
822,1004,3,2015-12-31
823,1005,3,2015-12-31
824,1006,5,2015-12-31
825,1007,2,2015-12-31
826,1008,3,2015-12-31
827,1009,2,2015-12-31
828,1010,1,2015-12-31
829,1011,3,2015-12-31
830,1012,5,2015-12-31
831,1013,3,2015-12-31
832,1014,2,2015-12-31
833,1015,5,2015-12-31
834,1016,3,2015-12-31
835,1017,2,2015-12-31
836,1018,3,2015-12-31
837,1019,2,2015-12-31
838,1020,5,2015-12-31
839,1021,4,2015-12-31
840,1022,2,2015-12-31
841,1023,3,2015-12-31
842,1024,3,2015-12-31
843,1025,4,2015-12-31
844,1026,3,2015-12-31
845,1028,3,2015-12-31
846,1029,1,2015-12-31
847,1030,3,2015-12-31
848,1031,3,2015-12-31
849,1032,5,2015-12-31
850,1033,3,2015-12-31
851,1034,1,2015-12-31
852,1035,2,2015-12-31
853,1036,3,2015-12-31
854,1037,3,2015-12-31
855,1038,4,2015-12-31
856,1039,2,2015-12-31
857,1040,2,2015-12-31
858,1041,3,2015-12-31
859,1042,2,2015-12-31
860,1043,3,2015-12-31
861,1044,3,2015-12-31
862,1045,3,2015-12-31
863,1046,4,2015-12-31
864,1047,2,2015-12-31
865,1048,3,2015-12-31
866,1049,2,2015-12-31
867,1050,2,2015-12-31
868,1051,5,2015-12-31
869,1,4,2016-12-31
870,2,5,2016-12-31
871,3,3,2016-12-31
872,4,3,2016-12-31
873,5,4,2016-12-31
874,6,5,2016-12-31
875,7,3,2016-12-31
876,8,3,2016-12-31
877,10,2,2016-12-31
878,11,5,2016-12-31
879,12,3,2016-12-31
880,13,4,2016-12-31
881,14,3,2016-12-31
882,15,3,2016-12-31
883,16,4,2016-12-31
884,17,2,2016-12-31
885,18,4,2016-12-31
886,19,3,2016-12-31
887,20,3,2016-12-31
888,21,3,2016-12-31
889,22,5,2016-12-31
890,23,3,2016-12-31
891,24,5,2016-12-31
892,25,4,2016-12-31
893,26,5,2016-12-31
894,27,4,2016-12-31
895,28,5,2016-12-31
896,29,4,2016-12-31
897,30,5,2016-12-31
898,31,1,2016-12-31
899,32,4,2016-12-31
900,33,1,2016-12-31
901,34,2,2016-12-31
902,35,4,2016-12-31
903,36,5,2016-12-31
904,38,4,2016-12-31
905,39,4,2016-12-31
906,41,4,2016-12-31
907,42,2,2016-12-31
908,43,5,2016-12-31
909,44,4,2016-12-31
910,45,3,2016-12-31
911,46,3,2016-12-31
912,47,4,2016-12-31
913,48,3,2016-12-31
914,49,4,2016-12-31
915,50,3,2016-12-31
916,51,3,2016-12-31
917,52,3,2016-12-31
918,53,5,2016-12-31
919,54,3,2016-12-31
920,55,4,2016-12-31
921,56,4,2016-12-31
922,57,2,2016-12-31
923,58,5,2016-12-31
924,59,4,2016-12-31
925,60,3,2016-12-31
926,61,3,2016-12-31
927,62,4,2016-12-31
928,64,5,2016-12-31
929,65,4,2016-12-31
930,66,3,2016-12-31
931,67,5,2016-12-31
932,68,3,2016-12-31
933,69,4,2016-12-31
934,70,4,2016-12-31
935,71,5,2016-12-31
936,72,3,2016-12-31
937,73,2,2016-12-31
938,74,3,2016-12-31
939,75,2,2016-12-31
940,76,4,2016-12-31
941,77,3,2016-12-31
942,78,5,2016-12-31
943,79,1,2016-12-31
944,80,5,2016-12-31
945,81,3,2016-12-31
946,83,3,2016-12-31
947,84,3,2016-12-31
948,85,2,2016-12-31
949,86,2,2016-12-31
950,87,2,2016-12-31
951,88,5,2016-12-31
952,89,3,2016-12-31
953,90,2,2016-12-31
954,91,2,2016-12-31
955,92,3,2016-12-31
956,93,5,2016-12-31
957,94,3,2016-12-31
958,96,5,2016-12-31
959,97,3,2016-12-31
960,98,4,2016-12-31
961,99,4,2016-12-31
962,100,3,2016-12-31
963,101,3,2016-12-31
964,102,4,2016-12-31
965,103,4,2016-12-31
966,104,3,2016-12-31
967,105,2,2016-12-31
968,106,3,2016-12-31
969,107,1,2016-12-31
970,108,3,2016-12-31
971,109,4,2016-12-31
972,110,2,2016-12-31
973,111,5,2016-12-31
974,112,3,2016-12-31
975,113,2,2016-12-31
976,114,3,2016-12-31
977,115,3,2016-12-31
978,116,3,2016-12-31
979,117,1,2016-12-31
980,118,4,2016-12-31
981,119,3,2016-12-31
982,120,3,2016-12-31
983,121,3,2016-12-31
984,122,1,2016-12-31
985,123,4,2016-12-31
986,124,3,2016-12-31
987,125,5,2016-12-31
988,126,5,2016-12-31
989,127,3,2016-12-31
990,128,3,2016-12-31
991,129,4,2016-12-31
992,130,2,2016-12-31
993,131,2,2016-12-31
994,132,3,2016-12-31
995,134,3,2016-12-31
996,135,3,2016-12-31
997,136,4,2016-12-31
998,137,4,2016-12-31
999,138,3,2016-12-31
1000,139,2,2016-12-31
1001,140,2,2016-12-31
1002,141,3,2016-12-31
1003,142,3,2016-12-31
1004,143,2,2016-12-31
1005,144,2,2016-12-31
1006,145,3,2016-12-31
1007,146,4,2016-12-31
1008,147,2,2016-12-31
1009,148,2,2016-12-31
1010,149,2,2016-12-31
1011,150,1,2016-12-31
1012,151,2,2016-12-31
1013,152,3,2016-12-31
1014,153,4,2016-12-31
1015,154,3,2016-12-31
1016,155,1,2016-12-31
1017,156,4,2016-12-31
1018,157,1,2016-12-31
1019,158,3,2016-12-31
1020,159,3,2016-12-31
1021,160,4,2016-12-31
1022,161,2,2016-12-31
1023,162,3,2016-12-31
1024,163,3,2016-12-31
1025,164,4,2016-12-31
1026,165,5,2016-12-31
1027,166,4,2016-12-31
1028,167,4,2016-12-31
1029,168,5,2016-12-31
1030,169,4,2016-12-31
1031,170,3,2016-12-31
1032,171,4,2016-12-31
1033,172,3,2016-12-31
1034,173,3,2016-12-31
1035,174,2,2016-12-31
1036,175,2,2016-12-31
1037,176,5,2016-12-31
1038,177,3,2016-12-31
1039,178,4,2016-12-31
1040,179,5,2016-12-31
1041,180,1,2016-12-31
1042,181,3,2016-12-31
1043,182,4,2016-12-31
1044,184,5,2016-12-31
1045,185,4,2016-12-31
1046,186,2,2016-12-31
1047,187,3,2016-12-31
1048,188,3,2016-12-31
1049,189,3,2016-12-31
1050,191,4,2016-12-31
1051,192,2,2016-12-31
1052,193,2,2016-12-31
1053,194,4,2016-12-31
1054,195,5,2016-12-31
1055,196,2,2016-12-31
1056,197,3,2016-12-31
1057,198,3,2016-12-31
1058,199,4,2016-12-31
1059,200,4,2016-12-31
1060,202,2,2016-12-31
1061,203,4,2016-12-31
1062,204,3,2016-12-31
1063,205,4,2016-12-31
1064,206,5,2016-12-31
